brand_name,price,generic_name
Topcef,190.58,Ceftriaxone Sodium
Topcef,130.39,Ceftriaxone Sodium
Topcef,90.29,Ceftriaxone Sodium
Trax,160.0,Ceftriaxone Sodium
Trax,120.0,Ceftriaxone Sodium
Trax,90.0,Ceftriaxone Sodium
Trax,160.0,Ceftriaxone Sodium
Trax,120.0,Ceftriaxone Sodium
Trax,90.0,Ceftriaxone Sodium
Traxef,490.0,Ceftriaxone Sodium
Traxef,320.96,Ceftriaxone Sodium
Traxef,320.96,Ceftriaxone Sodium
Traxon,302.0,Ceftriaxone Sodium
Traxon,190.58,Ceftriaxone Sodium
Traxon,130.0,Ceftriaxone Sodium
Traxon,100.0,Ceftriaxone Sodium
Traxon,190.0,Ceftriaxone Sodium
Traxon,130.0,Ceftriaxone Sodium
Traxon,100.0,Ceftriaxone Sodium
Tribac,300.0,Ceftriaxone Sodium
Tribac,180.0,Ceftriaxone Sodium
Tribac,120.0,Ceftriaxone Sodium
Tribac,90.0,Ceftriaxone Sodium
Tribac,180.0,Ceftriaxone Sodium
Tribac,120.0,Ceftriaxone Sodium
Tribac,90.0,Ceftriaxone Sodium
Triject,100.0,Ceftriaxone Sodium
Triject,100.0,Ceftriaxone Sodium
Triject,190.0,Ceftriaxone Sodium
Triject,130.0,Ceftriaxone Sodium
Triject,300.0,Ceftriaxone Sodium
Triject,190.0,Ceftriaxone Sodium
Triject,130.0,Ceftriaxone Sodium
Trimax,160.0,Ceftriaxone Sodium
Trimax,120.0,Ceftriaxone Sodium
Trimax,160.0,Ceftriaxone Sodium
Trimax,120.0,Ceftriaxone Sodium
Trimax,90.0,Ceftriaxone Sodium
Trimax,300.0,Ceftriaxone Sodium
Triphin,250.0,Ceftriaxone Sodium
Triphin,160.0,Ceftriaxone Sodium
Triphin,120.0,Ceftriaxone Sodium
Triphin,80.0,Ceftriaxone Sodium
Triphin,160.0,Ceftriaxone Sodium
Triphin,120.0,Ceftriaxone Sodium
Triphin,80.0,Ceftriaxone Sodium
Trixotim,190.0,Ceftriaxone Sodium
Trizon,300.9,Ceftriaxone Sodium
Trizon,190.58,Ceftriaxone Sodium
Trizon,130.39,Ceftriaxone Sodium
Trizon,190.58,Ceftriaxone Sodium
Trizon,130.39,Ceftriaxone Sodium
Trizon,100.3,Ceftriaxone Sodium
Vertex,302.04,Ceftriaxone Sodium
Vertex,190.21,Ceftriaxone Sodium
Vertex,130.39,Ceftriaxone Sodium
Vertex,100.3,Ceftriaxone Sodium
Vertex,130.39,Ceftriaxone Sodium
Vertex,100.3,Ceftriaxone Sodium
Vertex,190.21,Ceftriaxone Sodium
Winner,300.0,Ceftriaxone Sodium
Winner,180.68,Ceftriaxone Sodium
Winner,120.45,Ceftriaxone Sodium
Winner,180.68,Ceftriaxone Sodium
Winner,120.45,Ceftriaxone Sodium
Xone-3,100.0,Ceftriaxone Sodium
Xone-3,250.0,Ceftriaxone Sodium
Xone-3,150.0,Ceftriaxone Sodium
Xone-3,100.0,Ceftriaxone Sodium
Adetil,25.0,Cefuroxime Axetil
Adetil,45.0,Cefuroxime Axetil
Adrox,181.0,Cefuroxime Axetil
Axefur,198.0,Cefuroxime Axetil
Axefur,25.0,Cefuroxime Axetil
Axet,125.86,Cefuroxime Axetil
Axet,216.46,Cefuroxime Axetil
Axet,45.3,Cefuroxime Axetil
Axet,25.16,Cefuroxime Axetil
Axet,15.1,Cefuroxime Axetil
Axetil,190.58,Cefuroxime Axetil
Axetil,45.14,Cefuroxime Axetil
Axetil,25.08,Cefuroxime Axetil
Axetil,12.04,Cefuroxime Axetil
Axibid,25.08,Cefuroxime Axetil
Axibid,45.13,Cefuroxime Axetil
Axicef,25.0,Cefuroxime Axetil
Axicef,45.0,Cefuroxime Axetil
Axicef,200.0,Cefuroxime Axetil
Axim,25.0,Cefuroxime Axetil
Axim,45.0,Cefuroxime Axetil
Axim,125.0,Cefuroxime Axetil
Axim,200.0,Cefuroxime Axetil
Axim,15.0,Cefuroxime Axetil
Axim,225.0,Cefuroxime Axetil
Bactikil,25.0,Cefuroxime Axetil
Bactikil,198.0,Cefuroxime Axetil
Bactikil,45.0,Cefuroxime Axetil
Benkill,45.0,Cefuroxime Axetil
Benkill,25.0,Cefuroxime Axetil
Brocef,43.0,Cefuroxime Axetil
Brocef,24.0,Cefuroxime Axetil
C-2,198.0,Cefuroxime Axetil
C-2,45.0,Cefuroxime Axetil
C-2,25.0,Cefuroxime Axetil
Cefobac,25.09,Cefuroxime Axetil
Cefobac,45.17,Cefuroxime Axetil
Cefobac,198.75,Cefuroxime Axetil
Cefobac,125.48,Cefuroxime Axetil
Cefotil,201.35,Cefuroxime Axetil
Cefotil,132.0,Cefuroxime Axetil
Cefotil,199.34,Cefuroxime Axetil
Cefotil,45.29,Cefuroxime Axetil
Cefotil,25.17,Cefuroxime Axetil
Cefoxil,25.0,Cefuroxime Axetil
Cefoxil,200.0,Cefuroxime Axetil
Cefoxil,45.0,Cefuroxime Axetil
Cefroxil,25.0,Cefuroxime Axetil
Cefroxil,195.74,Cefuroxime Axetil
Cefstar,190.0,Cefuroxime Axetil
Cefstar,45.16,Cefuroxime Axetil
Cefstar,25.08,Cefuroxime Axetil
Cefstar,15.05,Cefuroxime Axetil
Cefu M,125.0,Cefuroxime Axetil
Cefuact,199.0,Cefuroxime Axetil
Cefuact,45.0,Cefuroxime Axetil
Cefuact,25.0,Cefuroxime Axetil
Cefunix,190.0,Cefuroxime Axetil
Cefunix,40.0,Cefuroxime Axetil
Cefunix,25.0,Cefuroxime Axetil
Cefurim,25.1,Cefuroxime Axetil
Cefurim,45.17,Cefuroxime Axetil
Cefurim,200.0,Cefuroxime Axetil
Cefurino,25.0,Cefuroxime Axetil
Cefuroxime Axetil,12.04,Cefuroxime Axetil
Cefusil,45.0,Cefuroxime Axetil
Cefusil,25.0,Cefuroxime Axetil
Cefuson,45.0,Cefuroxime Axetil
Cefuson,25.0,Cefuroxime Axetil
Cefuxet,45.0,Cefuroxime Axetil
Cefuxet,25.0,Cefuroxime Axetil
Cefuxet,198.0,Cefuroxime Axetil
Cerox-A,126.12,Cefuroxime Axetil
Cerox-A,199.35,Cefuroxime Axetil
Cerox-A,55.38,Cefuroxime Axetil
Cerox-A,15.11,Cefuroxime Axetil
Cerox-A,45.31,Cefuroxime Axetil
Cerox-A,25.17,Cefuroxime Axetil
Cerox-A,201.35,Cefuroxime Axetil
Ceroxime,198.0,Cefuroxime Axetil
Ceroxime,45.0,Cefuroxime Axetil
Ceroxime,25.0,Cefuroxime Axetil
Ceroxime,125.0,Cefuroxime Axetil
Cexitil,44.03,Cefuroxime Axetil
Cexitil,22.73,Cefuroxime Axetil
Dexatil,198.0,Cefuroxime Axetil
Dexatil,25.0,Cefuroxime Axetil
Eliroxime,25.0,Cefuroxime Axetil
Eliroxime,170.34,Cefuroxime Axetil
Eurix,190.0,Cefuroxime Axetil
Eurix,45.0,Cefuroxime Axetil
Eurix,25.0,Cefuroxime Axetil
Famicef,120.82,Cefuroxime Axetil
Famicef,201.35,Cefuroxime Axetil
Famicef,199.34,Cefuroxime Axetil
Famicef,25.17,Cefuroxime Axetil
Famicef,45.29,Cefuroxime Axetil
Famicef DS,186.25,Cefuroxime Axetil
Fightex,45.0,Cefuroxime Axetil
Fightex,25.0,Cefuroxime Axetil
Fixcef,25.08,Cefuroxime Axetil
Fixcef,199.0,Cefuroxime Axetil
Fixcef,45.13,Cefuroxime Axetil
Furex,25.0,Cefuroxime Axetil
Furex,45.0,Cefuroxime Axetil
Furex,225.0,Cefuroxime Axetil
Furex,50.2,Cefuroxime Axetil
Furex,125.4,Cefuroxime Axetil
Furex,200.75,Cefuroxime Axetil
Furocef,125.47,Cefuroxime Axetil
Furocef,225.0,Cefuroxime Axetil
Furocef,45.17,Cefuroxime Axetil
Furocef,25.09,Cefuroxime Axetil
Furocef,15.06,Cefuroxime Axetil
Furocef,200.75,Cefuroxime Axetil
Furocef,55.21,Cefuroxime Axetil
Furocef,160.0,Cefuroxime Axetil
Furocef DS,250.0,Cefuroxime Axetil
Furoget,24.0,Cefuroxime Axetil
Furoget,44.0,Cefuroxime Axetil
Furoget,195.0,Cefuroxime Axetil
Furotec,45.0,Cefuroxime Axetil
Furotil,15.0,Cefuroxime Axetil
Furotil,25.0,Cefuroxime Axetil
Furotil,45.0,Cefuroxime Axetil
Furotil,200.0,Cefuroxime Axetil
Furotil,275.0,Cefuroxime Axetil
Furotil,175.0,Cefuroxime Axetil
Furotixol,25.09,Cefuroxime Axetil
Furotixol,45.13,Cefuroxime Axetil
Furotixol,198.6,Cefuroxime Axetil
Fuxtil,125.0,Cefuroxime Axetil
Fuxtil,200.0,Cefuroxime Axetil
Fuxtil,30.0,Cefuroxime Axetil
Fuxtil,225.0,Cefuroxime Axetil
Fuxtil,50.0,Cefuroxime Axetil
Gimrox,25.0,Cefuroxime Axetil
Gimrox,190.0,Cefuroxime Axetil
Gimrox,45.0,Cefuroxime Axetil
Gimrox,120.0,Cefuroxime Axetil
Infanil,25.08,Cefuroxime Axetil
Infanil,45.0,Cefuroxime Axetil
Infanil,198.6,Cefuroxime Axetil
Kfore,45.13,Cefuroxime Axetil
Kfore,198.0,Cefuroxime Axetil
Kfore,25.07,Cefuroxime Axetil
Kilbac,125.0,Cefuroxime Axetil
Kilbac,15.0,Cefuroxime Axetil
Kilbac,45.0,Cefuroxime Axetil
Kilbac,200.0,Cefuroxime Axetil
Kilbac,55.0,Cefuroxime Axetil
Kilbac,198.0,Cefuroxime Axetil
Kilbac,25.0,Cefuroxime Axetil
Kilbac DS,250.0,Cefuroxime Axetil
Kilmax,55.0,Cefuroxime Axetil
Kilmax,200.0,Cefuroxime Axetil
Kilmax,125.0,Cefuroxime Axetil
Kilmax,198.0,Cefuroxime Axetil
Kilmax,45.0,Cefuroxime Axetil
Kilmax,25.0,Cefuroxime Axetil
Kilmax,15.0,Cefuroxime Axetil
Lepath,22.0,Cefuroxime Axetil
Libotil,198.75,Cefuroxime Axetil
Merocef,130.0,Cefuroxime Axetil
Merocef,200.0,Cefuroxime Axetil
Merocef,46.0,Cefuroxime Axetil
Merocef,26.0,Cefuroxime Axetil
Mextil,125.0,Cefuroxime Axetil
Mextil,200.75,Cefuroxime Axetil
Mextil,45.17,Cefuroxime Axetil
Mextil,25.09,Cefuroxime Axetil
Mextil DS,250.94,Cefuroxime Axetil
Orextil,45.0,Cefuroxime Axetil
Orextil,25.0,Cefuroxime Axetil
Picocef,198.6,Cefuroxime Axetil
Picocef,45.14,Cefuroxime Axetil
Picocef,25.08,Cefuroxime Axetil
Primocef,125.37,Cefuroxime Axetil
Primocef,198.0,Cefuroxime Axetil
Primocef,45.0,Cefuroxime Axetil
Primocef,25.08,Cefuroxime Axetil
Primocef,200.6,Cefuroxime Axetil
Probac,198.66,Cefuroxime Axetil
Probac,45.17,Cefuroxime Axetil
Probac,25.1,Cefuroxime Axetil
Recofast,15.05,Cefuroxime Axetil
Recofast,125.37,Cefuroxime Axetil
Recofast,210.0,Cefuroxime Axetil
Recofast,45.14,Cefuroxime Axetil
Recofast,25.08,Cefuroxime Axetil
Refurox,55.0,Cefuroxime Axetil
Refurox,35.0,Cefuroxime Axetil
Relacef,43.0,Cefuroxime Axetil
Relacef,23.0,Cefuroxime Axetil
Rofurox,40.0,Cefuroxime Axetil
Rofurox,60.0,Cefuroxime Axetil
Rofurox,250.0,Cefuroxime Axetil
Rofurox,325.0,Cefuroxime Axetil
Roxibac,45.0,Cefuroxime Axetil
Roxibac,25.0,Cefuroxime Axetil
Roxilab,50.14,Cefuroxime Axetil
Roxilab,25.07,Cefuroxime Axetil
Roxilab,175.0,Cefuroxime Axetil
Roxilab,270.81,Cefuroxime Axetil
Roximax,45.04,Cefuroxime Axetil
Roximax,25.07,Cefuroxime Axetil
Secomax,201.35,Cefuroxime Axetil
Secomax,45.31,Cefuroxime Axetil
Secomax,25.16,Cefuroxime Axetil
Sefur,200.75,Cefuroxime Axetil
Sefur,125.47,Cefuroxime Axetil
Sefur,198.75,Cefuroxime Axetil
Sefur,45.3,Cefuroxime Axetil
Sefur,25.16,Cefuroxime Axetil
Sefur,15.06,Cefuroxime Axetil
Sefur DS,250.94,Cefuroxime Axetil
Sefurox,200.6,Cefuroxime Axetil
Sefurox,125.85,Cefuroxime Axetil
Sefurox,199.34,Cefuroxime Axetil
Sefurox,45.31,Cefuroxime Axetil
Sefurox,25.17,Cefuroxime Axetil
Segorin,200.0,Cefuroxime Axetil
Segorin,45.0,Cefuroxime Axetil
Segorin,25.0,Cefuroxime Axetil
Segorin,15.0,Cefuroxime Axetil
Sharpkil,45.0,Cefuroxime Axetil
Sharpkil,25.0,Cefuroxime Axetil
Staxim,170.0,Cefuroxime Axetil
Staxim,45.0,Cefuroxime Axetil
Staxim,25.0,Cefuroxime Axetil
TIL,198.0,Cefuroxime Axetil
TIL,52.5,Cefuroxime Axetil
TIL,25.0,Cefuroxime Axetil
Turbocef,200.0,Cefuroxime Axetil
Turbocef,125.0,Cefuroxime Axetil
Turbocef,240.0,Cefuroxime Axetil
Turbocef,45.0,Cefuroxime Axetil
Turbocef,25.0,Cefuroxime Axetil
Twotil,45.0,Cefuroxime Axetil
Twotil,25.0,Cefuroxime Axetil
Uroxime,45.0,Cefuroxime Axetil
Uroxime,198.0,Cefuroxime Axetil
Uroxime,25.0,Cefuroxime Axetil
Vexotil,45.13,Cefuroxime Axetil
Vexotil,198.6,Cefuroxime Axetil
Vexotil,25.08,Cefuroxime Axetil
Winfax,45.0,Cefuroxime Axetil
Winfax,25.0,Cefuroxime Axetil
Winfax,198.0,Cefuroxime Axetil
Ximetil,198.0,Cefuroxime Axetil
Ximetil,200.0,Cefuroxime Axetil
Ximetil,125.0,Cefuroxime Axetil
Ximetil,45.0,Cefuroxime Axetil
Ximetil,25.0,Cefuroxime Axetil
Ximorox,195.0,Cefuroxime Axetil
Ximorox,45.0,Cefuroxime Axetil
Ximorox,25.0,Cefuroxime Axetil
Xinarox,200.0,Cefuroxime Axetil
Xinarox,125.0,Cefuroxime Axetil
Xinarox,45.14,Cefuroxime Axetil
Xinarox,25.08,Cefuroxime Axetil
Xitil,198.0,Cefuroxime Axetil
Xitil,45.0,Cefuroxime Axetil
Xitil,25.0,Cefuroxime Axetil
Xorimax,251.0,Cefuroxime Axetil
Xorimax,55.5,Cefuroxime Axetil
Xorimax,30.5,Cefuroxime Axetil
Xtil,25.0,Cefuroxime Axetil
Zenifor,45.0,Cefuroxime Axetil
Zenifor DS,198.0,Cefuroxime Axetil
Zerotil,275.0,Cefuroxime Axetil
Zerotil,200.0,Cefuroxime Axetil
Zerotil,275.0,Cefuroxime Axetil
Zerotil,45.0,Cefuroxime Axetil
Zerotil,25.0,Cefuroxime Axetil
Zinnat,360.0,Cefuroxime Axetil
Zinnat,48.0,Cefuroxime Axetil
Zinnat,27.0,Cefuroxime Axetil
Zinnat,15.0,Cefuroxime Axetil
Axeclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Axeclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Axeclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Axicef Plus,14.0,Cefuroxime Axetil + Clavulanic Acid
Axicef Plus,250.0,Cefuroxime Axetil + Clavulanic Acid
Axicef Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Axicef Plus,30.0,Cefuroxime Axetil + Clavulanic Acid
Axim CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Axim CV,250.0,Cefuroxime Axetil + Clavulanic Acid
Axim CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Benkill CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Benkill CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Brocef Plus,28.0,Cefuroxime Axetil + Clavulanic Acid
Brocef Plus,48.0,Cefuroxime Axetil + Clavulanic Acid
Ceclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Ceclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Ceclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Cefaclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Cefaclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Cefaclav,18.0,Cefuroxime Axetil + Clavulanic Acid
Cefotil Plus,30.1,Cefuroxime Axetil + Clavulanic Acid
Cefotil Plus,50.15,Cefuroxime Axetil + Clavulanic Acid
Cefotil Plus,250.0,Cefuroxime Axetil + Clavulanic Acid
Cefurav Plus,30.0,Cefuroxime Axetil + Clavulanic Acid
Cefurav Plus,250.0,Cefuroxime Axetil + Clavulanic Acid
Cefurav Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Cefurim CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Cefurim CV,250.0,Cefuroxime Axetil + Clavulanic Acid
Cefurim CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Cefurino Plus,250.0,Cefuroxime Axetil + Clavulanic Acid
Cefurino Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Cefuroxime Axetil + Clavulanic Acid,14.0,Cefuroxime Axetil + Clavulanic Acid
Cefusil CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Cefusil CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Cefuxet Plus,100.0,Cefuroxime Axetil + Clavulanic Acid
Cerox CV,250.75,Cefuroxime Axetil + Clavulanic Acid
Cerox CV,21.06,Cefuroxime Axetil + Clavulanic Acid
Cerox CV,35.0,Cefuroxime Axetil + Clavulanic Acid
Cerox CV,60.0,Cefuroxime Axetil + Clavulanic Acid
Clacef,30.0,Cefuroxime Axetil + Clavulanic Acid
Clacef,50.0,Cefuroxime Axetil + Clavulanic Acid
Clacef,18.0,Cefuroxime Axetil + Clavulanic Acid
Claviator-CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Claviator-CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Claviator-CV,250.0,Cefuroxime Axetil + Clavulanic Acid
Clavurox,50.0,Cefuroxime Axetil + Clavulanic Acid
Clavurox,30.0,Cefuroxime Axetil + Clavulanic Acid
Clavurox,252.0,Cefuroxime Axetil + Clavulanic Acid
Clavusef,252.75,Cefuroxime Axetil + Clavulanic Acid
Clavusef,55.0,Cefuroxime Axetil + Clavulanic Acid
Clavusef,35.0,Cefuroxime Axetil + Clavulanic Acid
Clavusef,18.05,Cefuroxime Axetil + Clavulanic Acid
Clavutil,50.0,Cefuroxime Axetil + Clavulanic Acid
Clavutil,30.0,Cefuroxime Axetil + Clavulanic Acid
Clavutil,252.75,Cefuroxime Axetil + Clavulanic Acid
Clavuxet,30.07,Cefuroxime Axetil + Clavulanic Acid
Clavuxim,30.0,Cefuroxime Axetil + Clavulanic Acid
Clavuxim,50.0,Cefuroxime Axetil + Clavulanic Acid
Co-axet,30.09,Cefuroxime Axetil + Clavulanic Acid
Co-axet,250.0,Cefuroxime Axetil + Clavulanic Acid
Co-axet,50.15,Cefuroxime Axetil + Clavulanic Acid
Cosmotil,30.0,Cefuroxime Axetil + Clavulanic Acid
Cosmotil,50.0,Cefuroxime Axetil + Clavulanic Acid
Eurix CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Eurix CV,250.0,Cefuroxime Axetil + Clavulanic Acid
Eurix CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Famiclav,252.0,Cefuroxime Axetil + Clavulanic Acid
Famiclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Famiclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Fixcef Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Fixcef Plus,30.0,Cefuroxime Axetil + Clavulanic Acid
Fuclav,18.1,Cefuroxime Axetil + Clavulanic Acid
Fuclav,30.1,Cefuroxime Axetil + Clavulanic Acid
Fuclav,250.75,Cefuroxime Axetil + Clavulanic Acid
Fuclav,50.2,Cefuroxime Axetil + Clavulanic Acid
Furoclav,252.0,Cefuroxime Axetil + Clavulanic Acid
Furoclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Furoclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Furoget CV,28.0,Cefuroxime Axetil + Clavulanic Acid
Furoget CV,48.0,Cefuroxime Axetil + Clavulanic Acid
Furoget CV,250.0,Cefuroxime Axetil + Clavulanic Acid
Furonaaf-CV,250.0,Cefuroxime Axetil + Clavulanic Acid
Furonaaf-CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Furonaaf-CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Furotil Plus,35.0,Cefuroxime Axetil + Clavulanic Acid
Furotil Plus,60.0,Cefuroxime Axetil + Clavulanic Acid
Furotil Plus,252.0,Cefuroxime Axetil + Clavulanic Acid
Furotil Plus,21.0,Cefuroxime Axetil + Clavulanic Acid
Fuxtil CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Fuxtil CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Fuxtil CV,250.0,Cefuroxime Axetil + Clavulanic Acid
Kefuclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Kefuclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Kefuclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Meroclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Meroclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Meroclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Mexclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Mexclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Mexclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Neoclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Neoclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Probac Plus,30.0,Cefuroxime Axetil + Clavulanic Acid
Probac Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Rapiclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Rapiclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Rapiclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Recofast CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Recofast CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Relacef Plus,48.0,Cefuroxime Axetil + Clavulanic Acid
Relacef Plus,28.0,Cefuroxime Axetil + Clavulanic Acid
Roclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Roclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Roclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Rofuclav,25.0,Cefuroxime Axetil + Clavulanic Acid
Rofuclav,80.0,Cefuroxime Axetil + Clavulanic Acid
Rofuclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Roxibac Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Roxibac Plus,30.0,Cefuroxime Axetil + Clavulanic Acid
Roxiclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Roxiclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Roxilab Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Roxilab Plus,250.0,Cefuroxime Axetil + Clavulanic Acid
Roxilab Plus,30.0,Cefuroxime Axetil + Clavulanic Acid
Roxtal XP,55.0,Cefuroxime Axetil + Clavulanic Acid
Roxtal XP,30.0,Cefuroxime Axetil + Clavulanic Acid
Secoclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Secoclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Segorin Plus,45.0,Cefuroxime Axetil + Clavulanic Acid
Segorin Plus,25.0,Cefuroxime Axetil + Clavulanic Acid
Segorin Plus,200.0,Cefuroxime Axetil + Clavulanic Acid
Sharpkil Plus,250.0,Cefuroxime Axetil + Clavulanic Acid
Sharpkil Plus,50.0,Cefuroxime Axetil + Clavulanic Acid
Sharpkil Plus,30.0,Cefuroxime Axetil + Clavulanic Acid
Staxiclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Turboclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Turboclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Xiclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Xiclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Xiclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Ximeclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Ximeclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Ximeclav,250.0,Cefuroxime Axetil + Clavulanic Acid
Ximeclav,18.0,Cefuroxime Axetil + Clavulanic Acid
Ximoclav,50.0,Cefuroxime Axetil + Clavulanic Acid
Ximoclav,30.0,Cefuroxime Axetil + Clavulanic Acid
Xinarox CV,50.0,Cefuroxime Axetil + Clavulanic Acid
Xinarox CV,30.0,Cefuroxime Axetil + Clavulanic Acid
Zerotil Plus,60.0,Cefuroxime Axetil + Clavulanic Acid
Zerotil Plus,35.0,Cefuroxime Axetil + Clavulanic Acid
Celeco,4.5,Celecoxib
Celeco,8.0,Celecoxib
Celecoxib,4.0,Celecoxib
Celenta,4.5,Celecoxib
Celenta,8.0,Celecoxib
Cox B,8.0,Celecoxib
Cox B,4.5,Celecoxib
Coxib,7.0,Celecoxib
Coxib,4.0,Celecoxib
Ezy,8.0,Celecoxib
Ezy,4.5,Celecoxib
Celipress,8.0,Celiprolol Hydrochloride
Celipress,15.0,Celiprolol Hydrochloride
Celiprolol Hydrochloride,8.0,Celiprolol Hydrochloride
Acelex,42.66,Cephalexin
Acelex,77.52,Cephalexin
Acelex,12.5,Cephalexin
Acelex,6.6,Cephalexin
Cefalex,81.0,Cephalexin
Cefalex,8.25,Cephalexin
Cefex,75.0,Cephalexin
Cefex,6.5,Cephalexin
Cefex,12.0,Cephalexin
Cephalen,13.29,Cephalexin
Cephalen,6.88,Cephalexin
Cephalen,84.27,Cephalexin
Cephalexin,4.0,Cephalexin
Cephalor,81.5,Cephalexin
Cephalor,6.78,Cephalexin
Cephaxin,10.53,Cephalexin
Cephaxin,72.27,Cephalexin
Ceporal,5.5,Cephalexin
Ceporal,10.0,Cephalexin
Ceporal,78.0,Cephalexin
Ceporex,84.27,Cephalexin
Ceporex,12.73,Cephalexin
Ceporex,6.9,Cephalexin
Edicef,77.0,Cephalexin
Edicef,6.5,Cephalexin
G Cephalexin,4.0,Cephalexin
G Cephalexin,75.0,Cephalexin
Hi-cef,10.5,Cephalexin
Hi-cef,70.0,Cephalexin
Navalexin,80.0,Cephalexin
Navalexin,9.0,Cephalexin
Navalexin,5.0,Cephalexin
Neorex,83.5,Cephalexin
Neorex,12.5,Cephalexin
Neorex,6.6,Cephalexin
Nufex,9.06,Cephalexin
Nufex,78.52,Cephalexin
Seemacheph,77.0,Cephalexin
Seemacheph,12.4,Cephalexin
Selex,82.0,Cephalexin
Selex,12.43,Cephalexin
Sulpralex,6.52,Cephalexin
Sulpralex,12.05,Cephalexin
Supralex,77.29,Cephalexin
Abac,50.0,Cephradine
Abac,81.92,Cephradine
Abac,12.5,Cephradine
Acefra,78.0,Cephradine
Acefra,12.0,Cephradine
Adecef,80.0,Cephradine
Adecef,12.5,Cephradine
Adecef DS,120.0,Cephradine
Alfradin,12.5,Cephradine
Alfradin DS,120.0,Cephradine
Amfrad,12.54,Cephradine
Amfrad,6.25,Cephradine
Amfrad,80.24,Cephradine
Ancef,85.0,Cephradine
Ancef,12.5,Cephradine
Ancef,50.0,Cephradine
Ancef,6.5,Cephradine
Ancef Forte,120.0,Cephradine
Aphrin,12.0,Cephradine
Aphrin,80.0,Cephradine
Avlosef,65.2,Cephradine
Avlosef,90.27,Cephradine
Avlosef,15.05,Cephradine
Avlosef,8.02,Cephradine
Avlosef DS,80.54,Cephradine
Bactacef,80.0,Cephradine
Bactacef,12.5,Cephradine
Bactacef DS,120.0,Cephradine
Bactokil,80.0,Cephradine
